VF,LCD (Å),PLD (Å),SA (m2/g ),Pressure (Pa),Adsorption (cm3 STP/gr)
0.7246,13.3117,8.62623,3760.71,100000,21.44643462
0.7246,13.3117,8.62623,3760.71,500000,88.3194911
0.7246,13.3117,8.62623,3760.71,1000000,142.9940045
0.7246,13.3117,8.62623,3760.71,5000000,309.3470275
0.7246,13.3117,8.62623,3760.71,10000000,375.2651736
0.7212,13.1432,8.49712,3638.73,1,0.00026413
0.7212,13.1432,8.49712,3638.73,5000,1.25699542
0.7212,13.1432,8.49712,3638.73,50000,12.10994035
0.7212,13.1432,8.49712,3638.73,100000,23.05904213
0.7212,13.1432,8.49712,3638.73,500000,92.17002976
0.7212,13.1432,8.49712,3638.73,1000000,146.3868919
0.7212,13.1432,8.49712,3638.73,5000000,305.3367383
0.7212,13.1432,8.49712,3638.73,10000000,366.2729262
0.7778,21.1029,10.0936,3727.96,1,0.000225387
0.7778,21.1029,10.0936,3727.96,5000,1.464997491
0.7778,21.1029,10.0936,3727.96,50000,13.80286716
0.7778,21.1029,10.0936,3727.96,100000,25.82014043
0.7778,21.1029,10.0936,3727.96,500000,92.3151115
0.7778,21.1029,10.0936,3727.96,1000000,147.513041
0.7778,21.1029,10.0936,3727.96,5000000,347.6978592
0.7778,21.1029,10.0936,3727.96,10000000,438.261427
0.7874,21.8801,9.52705,3994.65,1,0.000220201
0.7874,21.8801,9.52705,3994.65,5000,1.271764324
0.7874,21.8801,9.52705,3994.65,50000,12.17382559
0.7874,21.8801,9.52705,3994.65,100000,23.38003178
0.7874,21.8801,9.52705,3994.65,500000,88.4591088
0.7874,21.8801,9.52705,3994.65,1000000,145.6366388
0.7874,21.8801,9.52705,3994.65,5000000,360.999993
0.7874,21.8801,9.52705,3994.65,10000000,465.558305
0.8374,18.6145,16.9288,4480.84,1,6.93E-05
0.8374,18.6145,16.9288,4480.84,5000,0.631388941
0.8374,18.6145,16.9288,4480.84,50000,6.307236893
0.8374,18.6145,16.9288,4480.84,100000,12.5328752
0.8374,18.6145,16.9288,4480.84,500000,57.20119456
0.8374,18.6145,16.9288,4480.84,1000000,108.3884716
0.8374,18.6145,16.9288,4480.84,5000000,359.7866035
0.8374,18.6145,16.9288,4480.84,10000000,496.0316571
0.7214,18.6369,3.90699,2868.16,1,0.000111153
0.7214,18.6369,3.90699,2868.16,5000,0.982785673
0.7214,18.6369,3.90699,2868.16,50000,9.462231535
0.7214,18.6369,3.90699,2868.16,100000,18.25375091
0.7214,18.6369,3.90699,2868.16,500000,72.39562994
0.7214,18.6369,3.90699,2868.16,1000000,116.9753042
0.7214,18.6369,3.90699,2868.16,5000000,258.3498226
0.7214,18.6369,3.90699,2868.16,10000000,309.0488438
0.6572,17.3911,9.80191,1657.09,1,0.002479234
0.6572,17.3911,9.80191,1657.09,5000,7.909929289
0.6572,17.3911,9.80191,1657.09,50000,21.77465489
0.6572,17.3911,9.80191,1657.09,100000,27.57713593
0.6572,17.3911,9.80191,1657.09,500000,55.65397428
0.6572,17.3911,9.80191,1657.09,1000000,81.01022603
0.6572,17.3911,9.80191,1657.09,5000000,176.9228463
0.6572,17.3911,9.80191,1657.09,10000000,220.6195735
0.7258,11.4866,6.30332,2698.33,1,0.00024222
0.7258,11.4866,6.30332,2698.33,5000,1.111520442
0.7258,11.4866,6.30332,2698.33,50000,10.35382742
0.7258,11.4866,6.30332,2698.33,100000,19.24711498
0.7258,11.4866,6.30332,2698.33,500000,65.39974582
0.7258,11.4866,6.30332,2698.33,1000000,102.1982321
0.7258,11.4866,6.30332,2698.33,5000000,216.5327324
0.7258,11.4866,6.30332,2698.33,10000000,260.6382559
0.7324,12.7076,7.22422,2375.84,1,0.000141004
0.7324,12.7076,7.22422,2375.84,5000,0.496137587
0.7324,12.7076,7.22422,2375.84,50000,4.933666401
0.7324,12.7076,7.22422,2375.84,100000,9.815181264
0.7324,12.7076,7.22422,2375.84,500000,45.17185268
0.7324,12.7076,7.22422,2375.84,1000000,83.8687069
0.7324,12.7076,7.22422,2375.84,5000000,219.9511393
0.7324,12.7076,7.22422,2375.84,10000000,265.0698462
0.701,6.21978,5.55178,2776.54,1,0.000376219
0.701,6.21978,5.55178,2776.54,5000,1.843211137
0.701,6.21978,5.55178,2776.54,50000,17.36671048
0.701,6.21978,5.55178,2776.54,100000,33.56578829
0.701,6.21978,5.55178,2776.54,500000,114.9033607
0.701,6.21978,5.55178,2776.54,1000000,158.8163794
0.701,6.21978,5.55178,2776.54,5000000,236.4466409
0.701,6.21978,5.55178,2776.54,10000000,259.1314159
0.7746,15.7759,8.21654,3620.44,1,0.000245178
0.7746,15.7759,8.21654,3620.44,5000,1.068560345
0.7746,15.7759,8.21654,3620.44,50000,9.815451375
0.7746,15.7759,8.21654,3620.44,100000,18.0589785
0.7746,15.7759,8.21654,3620.44,500000,67.57740175
0.7746,15.7759,8.21654,3620.44,1000000,113.0600548
0.7746,15.7759,8.21654,3620.44,5000000,295.5850776
0.7746,15.7759,8.21654,3620.44,10000000,376.446873
0.9694,54.2762,28.1736,8054.44,1,0.000281461
0.9694,54.2762,28.1736,8054.44,5000,1.062421863
0.9694,54.2762,28.1736,8054.44,50000,10.73300032
0.9694,54.2762,28.1736,8054.44,100000,21.44516881
0.9694,54.2762,28.1736,8054.44,500000,105.0547954
0.9694,54.2762,28.1736,8054.44,1000000,210.4244788
0.9694,54.2762,28.1736,8054.44,5000000,1015.770301
0.9694,54.2762,28.1736,8054.44,10000000,1900.102817
0.9124,33.6834,15.8789,6442.53,1,0.000134326
0.9124,33.6834,15.8789,6442.53,5000,0.7830109
0.9124,33.6834,15.8789,6442.53,50000,7.803479848
0.9124,33.6834,15.8789,6442.53,100000,15.34308882
0.9124,33.6834,15.8789,6442.53,500000,68.32263302
0.9124,33.6834,15.8789,6442.53,1000000,130.2714639
0.9124,33.6834,15.8789,6442.53,5000000,515.5188844
0.9124,33.6834,15.8789,6442.53,10000000,839.2292143
0.8528,13.3218,10.043,6230.37,1,3.92E-05
0.8528,13.3218,10.043,6230.37,5000,0.456330641
0.8528,13.3218,10.043,6230.37,50000,4.561035718
0.8528,13.3218,10.043,6230.37,100000,9.153255963
0.8528,13.3218,10.043,6230.37,500000,45.7153824
0.8528,13.3218,10.043,6230.37,1000000,88.70914996
0.8528,13.3218,10.043,6230.37,5000000,406.7306982
0.8528,13.3218,10.043,6230.37,10000000,636.3198637
0.7554,13.9366,8.23046,2909.44,1,0.000375417
0.7554,13.9366,8.23046,2909.44,5000,2.367427244
0.7554,13.9366,8.23046,2909.44,50000,15.97847183
0.7554,13.9366,8.23046,2909.44,100000,25.32185544
0.7554,13.9366,8.23046,2909.44,500000,77.59205997
0.7554,13.9366,8.23046,2909.44,1000000,130.4672862
0.7554,13.9366,8.23046,2909.44,5000000,301.1877537
0.7554,13.9366,8.23046,2909.44,10000000,357.2202565
0.614,8.93125,8.46949,1637.38,1,0.000196942
0.614,8.93125,8.46949,1637.38,5000,0.920907988
0.614,8.93125,8.46949,1637.38,50000,8.760351685
0.614,8.93125,8.46949,1637.38,100000,16.46300536
0.614,8.93125,8.46949,1637.38,500000,63.5332133
0.614,8.93125,8.46949,1637.38,1000000,98.04724491
0.614,8.93125,8.46949,1637.38,5000000,169.7152187
0.614,8.93125,8.46949,1637.38,10000000,190.2697109
0.8198,20.2591,7.7782,4794.14,1,0.000174851
0.8198,20.2591,7.7782,4794.14,5000,0.697711114
0.8198,20.2591,7.7782,4794.14,50000,6.969036337
0.8198,20.2591,7.7782,4794.14,100000,13.96708887
0.8198,20.2591,7.7782,4794.14,500000,67.83721786
0.8198,20.2591,7.7782,4794.14,1000000,127.2184743
0.8198,20.2591,7.7782,4794.14,5000000,430.6820852
0.8198,20.2591,7.7782,4794.14,10000000,573.8688867
0.8146,19.9203,7.75151,4733.15,1,0.000129738
0.8146,19.9203,7.75151,4733.15,5000,0.701808244
0.8146,19.9203,7.75151,4733.15,50000,7.006260521
0.8146,19.9203,7.75151,4733.15,100000,13.98342085
0.8146,19.9203,7.75151,4733.15,500000,67.6776063
0.8146,19.9203,7.75151,4733.15,1000000,126.7418301
0.8146,19.9203,7.75151,4733.15,5000000,422.6895285
0.8146,19.9203,7.75151,4733.15,10000000,560.0599789
0.6108,6.97816,4.93144,2198.39,1,0.000335181
0.6108,6.97816,4.93144,2198.39,5000,1.806700184
0.6108,6.97816,4.93144,2198.39,50000,16.06974601
0.6108,6.97816,4.93144,2198.39,100000,28.28205486
0.6108,6.97816,4.93144,2198.39,500000,80.30261687
0.6108,6.97816,4.93144,2198.39,1000000,109.4137616
0.6108,6.97816,4.93144,2198.39,5000000,173.1767403
0.6108,6.97816,4.93144,2198.39,10000000,194.471579
0.579,9.32301,5.43687,1542.78,1,0.000523301
0.579,9.32301,5.43687,1542.78,5000,2.78413513
0.579,9.32301,5.43687,1542.78,50000,25.3172712
0.579,9.32301,5.43687,1542.78,100000,45.23181334
0.579,9.32301,5.43687,1542.78,500000,120.0180123
0.579,9.32301,5.43687,1542.78,1000000,149.7604278
0.579,9.32301,5.43687,1542.78,5000000,191.3279839
0.579,9.32301,5.43687,1542.78,10000000,201.947902
0.7002,9.90063,6.53329,3276.15,1,0.000413683
0.7002,9.90063,6.53329,3276.15,5000,1.504360393
0.7002,9.90063,6.53329,3276.15,50000,14.65899395
0.7002,9.90063,6.53329,3276.15,100000,28.30183513
0.7002,9.90063,6.53329,3276.15,500000,110.6067349
0.7002,9.90063,6.53329,3276.15,1000000,173.5510506
0.7002,9.90063,6.53329,3276.15,5000000,307.1797204
0.7002,9.90063,6.53329,3276.15,10000000,345.2649998
0.7608,8.90548,6.79186,4334.67,1,0.000308108
0.7608,8.90548,6.79186,4334.67,5000,0.965048015
0.7608,8.90548,6.79186,4334.67,50000,9.465459163
0.7608,8.90548,6.79186,4334.67,100000,18.65607373
0.7608,8.90548,6.79186,4334.67,500000,82.41289375
0.7608,8.90548,6.79186,4334.67,1000000,146.4528624
0.7608,8.90548,6.79186,4334.67,5000000,340.6735986
0.7608,8.90548,6.79186,4334.67,10000000,402.9750105
0.6924,10.225,9.4107,3144.66,1,0.000214155
0.6924,10.225,9.4107,3144.66,5000,1.224663409
0.6924,10.225,9.4107,3144.66,50000,11.94258616
0.6924,10.225,9.4107,3144.66,100000,23.19189713
0.6924,10.225,9.4107,3144.66,500000,91.05102019
0.6924,10.225,9.4107,3144.66,1000000,148.5085773
0.6924,10.225,9.4107,3144.66,5000000,292.6270914
0.6924,10.225,9.4107,3144.66,10000000,335.7569535
0.7834,13.7962,7.99146,3777.11,1,0.000394036
0.7834,13.7962,7.99146,3777.11,5000,2.076048219
0.7834,13.7962,7.99146,3777.11,50000,14.84101085
0.7834,13.7962,7.99146,3777.11,100000,23.85655359
0.7834,13.7962,7.99146,3777.11,500000,75.41088646
0.7834,13.7962,7.99146,3777.11,1000000,129.369871
0.7834,13.7962,7.99146,3777.11,5000000,341.8579688
0.7834,13.7962,7.99146,3777.11,10000000,422.7728252
0.5694,4.61209,3.22613,1302.99,1,0.000227193
0.5694,4.61209,3.22613,1302.99,5000,0.962761717
0.5694,4.61209,3.22613,1302.99,50000,9.035059476
0.5694,4.61209,3.22613,1302.99,100000,16.94100261
0.5694,4.61209,3.22613,1302.99,500000,53.16469441
0.5694,4.61209,3.22613,1302.99,1000000,73.96150365
0.5694,4.61209,3.22613,1302.99,5000000,122.1484578
0.5694,4.61209,3.22613,1302.99,10000000,141.7611171
0.821,20.3771,9.90922,3653.11,1,0.00015625
0.821,20.3771,9.90922,3653.11,5000,0.683773725
0.821,20.3771,9.90922,3653.11,50000,6.715489582
0.821,20.3771,9.90922,3653.11,100000,13.16423668
0.821,20.3771,9.90922,3653.11,500000,55.88361936
0.821,20.3771,9.90922,3653.11,1000000,100.4561976
0.821,20.3771,9.90922,3653.11,5000000,314.4932859
0.821,20.3771,9.90922,3653.11,10000000,430.839841
0.7928,11.2499,9.49767,3731.94,1,0.000193031
0.7928,11.2499,9.49767,3731.94,5000,0.768773639
0.7928,11.2499,9.49767,3731.94,50000,7.637966332
0.7928,11.2499,9.49767,3731.94,100000,15.23051645
0.7928,11.2499,9.49767,3731.94,500000,69.59252845
0.7928,11.2499,9.49767,3731.94,1000000,129.8997673
0.7928,11.2499,9.49767,3731.94,5000000,365.4777152
0.7928,11.2499,9.49767,3731.94,10000000,452.5350073
0.6902,17.0677,7.18297,2244.29,1,0.000853277
0.6902,17.0677,7.18297,2244.29,5000,4.145893831
0.6902,17.0677,7.18297,2244.29,50000,31.81034806
0.6902,17.0677,7.18297,2244.29,100000,50.63305799
0.6902,17.0677,7.18297,2244.29,500000,121.229946
0.6902,17.0677,7.18297,2244.29,1000000,162.1034731
0.6902,17.0677,7.18297,2244.29,5000000,254.8132688
0.6902,17.0677,7.18297,2244.29,10000000,285.6305723
0.8104,10.5889,8.21137,3703.79,1,3.78E-05
0.8104,10.5889,8.21137,3703.79,5000,0.191340341
0.8104,10.5889,8.21137,3703.79,50000,1.908704651
0.8104,10.5889,8.21137,3703.79,100000,3.801618275
0.8104,10.5889,8.21137,3703.79,500000,19.06146624
0.8104,10.5889,8.21137,3703.79,1000000,37.42499928
0.8104,10.5889,8.21137,3703.79,5000000,170.4467517
0.8104,10.5889,8.21137,3703.79,10000000,269.6251938
0.7224,15.2608,10.8434,2313.57,1,0.000246947
0.7224,15.2608,10.8434,2313.57,5000,1.246338282
0.7224,15.2608,10.8434,2313.57,50000,11.70139268
0.7224,15.2608,10.8434,2313.57,100000,21.66706396
0.7224,15.2608,10.8434,2313.57,500000,77.08509825
0.7224,15.2608,10.8434,2313.57,1000000,116.6551287
0.7224,15.2608,10.8434,2313.57,5000000,231.2898932
0.7224,15.2608,10.8434,2313.57,10000000,276.2084739
0.5456,9.90635,2.42974,1121.94,1,0.000411179
0.5456,9.90635,2.42974,1121.94,5000,1.799230966
0.5456,9.90635,2.42974,1121.94,50000,15.18999391
0.5456,9.90635,2.42974,1121.94,100000,26.69207853
0.5456,9.90635,2.42974,1121.94,500000,75.77612864
0.5456,9.90635,2.42974,1121.94,1000000,99.59796602
0.5456,9.90635,2.42974,1121.94,5000000,144.1166326
0.5456,9.90635,2.42974,1121.94,10000000,157.1992537
0.6274,11.0772,9.2554,1352.42,1,0.000158313
0.6274,11.0772,9.2554,1352.42,5000,1.003954386
0.6274,11.0772,9.2554,1352.42,50000,9.771943148
0.6274,11.0772,9.2554,1352.42,100000,18.82333786
0.6274,11.0772,9.2554,1352.42,500000,69.726404
0.6274,11.0772,9.2554,1352.42,1000000,103.9770085
0.6274,11.0772,9.2554,1352.42,5000000,168.3065494
0.6274,11.0772,9.2554,1352.42,10000000,187.1264787
0.7834,16.9426,7.25585,3917.2,1,0.000136228
0.7834,16.9426,7.25585,3917.2,5000,0.872005805
0.7834,16.9426,7.25585,3917.2,50000,8.700911277
0.7834,16.9426,7.25585,3917.2,100000,17.28354877
0.7834,16.9426,7.25585,3917.2,500000,77.65855739
0.7834,16.9426,7.25585,3917.2,1000000,141.2659766
0.7834,16.9426,7.25585,3917.2,5000000,347.7819075
0.7834,16.9426,7.25585,3917.2,10000000,420.1899528
0.5428,8.4931,5.75863,1224.27,1,0.000438225
0.5428,8.4931,5.75863,1224.27,5000,2.412724925
0.5428,8.4931,5.75863,1224.27,50000,16.67798081
0.5428,8.4931,5.75863,1224.27,100000,26.47691122
0.5428,8.4931,5.75863,1224.27,500000,67.1850138
0.5428,8.4931,5.75863,1224.27,1000000,87.75041454
0.5428,8.4931,5.75863,1224.27,5000000,125.3597356
0.5428,8.4931,5.75863,1224.27,10000000,137.2406423
0.7788,15.602,7.15132,4136.1,1,0.000252797
0.7788,15.602,7.15132,4136.1,5000,1.456406367
0.7788,15.602,7.15132,4136.1,50000,13.53692966
0.7788,15.602,7.15132,4136.1,100000,25.02038163
0.7788,15.602,7.15132,4136.1,500000,94.05802015
0.7788,15.602,7.15132,4136.1,1000000,156.7438424
0.7788,15.602,7.15132,4136.1,5000000,356.8678739
0.7788,15.602,7.15132,4136.1,10000000,430.8978769
0.749,27.7973,11.161,2183.9,1,0.002911838
0.749,27.7973,11.161,2183.9,5000,9.138339214
0.749,27.7973,11.161,2183.9,50000,24.7119237
0.749,27.7973,11.161,2183.9,100000,32.21745434
0.749,27.7973,11.161,2183.9,500000,78.80736738
0.749,27.7973,11.161,2183.9,1000000,126.6140954
0.749,27.7973,11.161,2183.9,5000000,292.4115957
0.749,27.7973,11.161,2183.9,10000000,362.0995446
0.7562,8.89284,8.27815,2997.14,1,0.000128409
0.7562,8.89284,8.27815,2997.14,5000,0.515899476
0.7562,8.89284,8.27815,2997.14,50000,5.110736525
0.7562,8.89284,8.27815,2997.14,100000,9.96663848
0.7562,8.89284,8.27815,2997.14,500000,43.44355586
0.7562,8.89284,8.27815,2997.14,1000000,77.76370808
0.7562,8.89284,8.27815,2997.14,5000000,208.4061582
0.7562,8.89284,8.27815,2997.14,10000000,257.6719757
0.7696,10.8417,6.54754,3656.2,1,0.000123855
0.7696,10.8417,6.54754,3656.2,5000,0.915477669
0.7696,10.8417,6.54754,3656.2,50000,8.955094863
0.7696,10.8417,6.54754,3656.2,100000,17.56804221
0.7696,10.8417,6.54754,3656.2,500000,72.72390843
0.7696,10.8417,6.54754,3656.2,1000000,125.2714673
0.7696,10.8417,6.54754,3656.2,5000000,291.7854244
0.7696,10.8417,6.54754,3656.2,10000000,351.7744424
0.7034,7.76168,6.6264,3807.52,1,0.000292297
0.7034,7.76168,6.6264,3807.52,5000,1.530671499
0.7034,7.76168,6.6264,3807.52,50000,14.91665706
0.7034,7.76168,6.6264,3807.52,100000,28.54269789
0.7034,7.76168,6.6264,3807.52,500000,116.0955119
0.7034,7.76168,6.6264,3807.52,1000000,181.8623434
0.7034,7.76168,6.6264,3807.52,5000000,315.0843396
0.7034,7.76168,6.6264,3807.52,10000000,353.1054846
0.7504,12.1554,11.6975,2987.95,1,0.000222357
0.7504,12.1554,11.6975,2987.95,5000,1.32716828
0.7504,12.1554,11.6975,2987.95,50000,12.42986948
0.7504,12.1554,11.6975,2987.95,100000,23.47049895
0.7504,12.1554,11.6975,2987.95,500000,93.6769159
0.7504,12.1554,11.6975,2987.95,1000000,151.62758
0.7504,12.1554,11.6975,2987.95,5000000,307.6260055
0.7504,12.1554,11.6975,2987.95,10000000,357.6152055
0.697,9.63817,7.84231,1961.09,1,0.000127315
0.697,9.63817,7.84231,1961.09,5000,0.577726828
0.697,9.63817,7.84231,1961.09,50000,5.578819302
0.697,9.63817,7.84231,1961.09,100000,10.66498724
0.697,9.63817,7.84231,1961.09,500000,44.35103614
0.697,9.63817,7.84231,1961.09,1000000,75.68449375
0.697,9.63817,7.84231,1961.09,5000000,173.2093027
0.697,9.63817,7.84231,1961.09,10000000,206.7265795
0.8002,8.79766,8.47314,3486.15,1,3.73E-05
0.8002,8.79766,8.47314,3486.15,5000,0.189497984
0.8002,8.79766,8.47314,3486.15,50000,1.887509242
0.8002,8.79766,8.47314,3486.15,100000,3.789298813
0.8002,8.79766,8.47314,3486.15,500000,19.00377471
0.8002,8.79766,8.47314,3486.15,1000000,37.268966
0.8002,8.79766,8.47314,3486.15,5000000,170.3197534
0.8002,8.79766,8.47314,3486.15,10000000,262.9863867
0.5078,5.5757,4.21323,1429.04,1,0.000471041
0.5078,5.5757,4.21323,1429.04,5000,2.484427487
0.5078,5.5757,4.21323,1429.04,50000,20.72165336
0.5078,5.5757,4.21323,1429.04,100000,35.02929665
0.5078,5.5757,4.21323,1429.04,500000,83.73210913
0.5078,5.5757,4.21323,1429.04,1000000,103.3052517
0.5078,5.5757,4.21323,1429.04,5000000,133.2249329
0.5078,5.5757,4.21323,1429.04,10000000,141.0791821
0.7088,18.3005,4.50008,2754.35,1,0.000244226
0.7088,18.3005,4.50008,2754.35,5000,1.115954981
0.7088,18.3005,4.50008,2754.35,50000,10.46888326
0.7088,18.3005,4.50008,2754.35,100000,19.69395021
0.7088,18.3005,4.50008,2754.35,500000,68.73683338
0.7088,18.3005,4.50008,2754.35,1000000,105.9891502
0.7088,18.3005,4.50008,2754.35,5000000,225.5368981
0.7088,18.3005,4.50008,2754.35,10000000,280.6684742
0.7222,8.5131,5.3048,4301.52,1,0.000435953
0.7222,8.5131,5.3048,4301.52,5000,1.724549032
0.7222,8.5131,5.3048,4301.52,50000,16.49728751
0.7222,8.5131,5.3048,4301.52,100000,31.14976234
0.7222,8.5131,5.3048,4301.52,500000,116.6538724
0.7222,8.5131,5.3048,4301.52,1000000,184.1544121
0.7222,8.5131,5.3048,4301.52,5000000,346.3479517
0.7222,8.5131,5.3048,4301.52,10000000,394.6650741
0.6724,13.0954,5.58136,1703.57,1,0.000200789
0.6724,13.0954,5.58136,1703.57,5000,0.616040808
0.6724,13.0954,5.58136,1703.57,50000,5.893738461
0.6724,13.0954,5.58136,1703.57,100000,11.35059545
0.6724,13.0954,5.58136,1703.57,500000,43.75318194
0.6724,13.0954,5.58136,1703.57,1000000,72.0411445
0.6724,13.0954,5.58136,1703.57,5000000,158.0642458
0.6724,13.0954,5.58136,1703.57,10000000,188.8423653
0.9076,28.0134,12.18,5696.7,1,0.000109461
0.9076,28.0134,12.18,5696.7,5000,0.561533658
0.9076,28.0134,12.18,5696.7,50000,5.587606233
0.9076,28.0134,12.18,5696.7,100000,11.16349025
0.9076,28.0134,12.18,5696.7,500000,54.06509028
0.9076,28.0134,12.18,5696.7,1000000,107.0514249
0.9076,28.0134,12.18,5696.7,5000000,462.6086226
0.9076,28.0134,12.18,5696.7,10000000,748.7321188
0.7042,5.49146,4.83933,3697.22,1,0.000372078
0.7042,5.49146,4.83933,3697.22,5000,1.971629306
0.7042,5.49146,4.83933,3697.22,50000,18.72317415
0.7042,5.49146,4.83933,3697.22,100000,34.87153206
0.7042,5.49146,4.83933,3697.22,500000,122.5305751
0.7042,5.49146,4.83933,3697.22,1000000,175.1412614
0.7042,5.49146,4.83933,3697.22,5000000,272.6146243
0.7042,5.49146,4.83933,3697.22,10000000,297.9992842
0.651,12.7788,12.0274,874.57,1,4.19E-05
0.651,12.7788,12.0274,874.57,5000,0.15890402
0.651,12.7788,12.0274,874.57,50000,1.568396909
0.651,12.7788,12.0274,874.57,100000,3.106072497
0.651,12.7788,12.0274,874.57,500000,13.93058122
0.651,12.7788,12.0274,874.57,1000000,25.82709145
0.651,12.7788,12.0274,874.57,5000000,80.05857647
0.651,12.7788,12.0274,874.57,10000000,108.3684339
0.6932,6.8959,6.15645,3903.55,1,0.00024672
0.6932,6.8959,6.15645,3903.55,5000,1.347162088
0.6932,6.8959,6.15645,3903.55,50000,13.34380095
0.6932,6.8959,6.15645,3903.55,100000,25.71094825
0.6932,6.8959,6.15645,3903.55,500000,110.7138772
0.6932,6.8959,6.15645,3903.55,1000000,175.8741551
0.6932,6.8959,6.15645,3903.55,5000000,302.6050751
0.6932,6.8959,6.15645,3903.55,10000000,338.2480163
0.5094,8.09916,4.69208,1059.38,1,0.000308655
0.5094,8.09916,4.69208,1059.38,5000,1.424701869
0.5094,8.09916,4.69208,1059.38,50000,12.47142379
0.5094,8.09916,4.69208,1059.38,100000,21.54864042
0.5094,8.09916,4.69208,1059.38,500000,54.72446875
0.5094,8.09916,4.69208,1059.38,1000000,68.92996128
0.5094,8.09916,4.69208,1059.38,5000000,93.01367009
0.5094,8.09916,4.69208,1059.38,10000000,100.6106863
0.7172,10.5645,5.75649,2321.59,1,0.00040862
0.7172,10.5645,5.75649,2321.59,5000,1.904805451
0.7172,10.5645,5.75649,2321.59,50000,13.62162583
0.7172,10.5645,5.75649,2321.59,100000,22.03370311
0.7172,10.5645,5.75649,2321.59,500000,67.32609783
0.7172,10.5645,5.75649,2321.59,1000000,106.8124378
0.7172,10.5645,5.75649,2321.59,5000000,210.6966011
0.7172,10.5645,5.75649,2321.59,10000000,244.886863
0.5074,8.97986,3.15204,868.073,1,0.000259058
0.5074,8.97986,3.15204,868.073,5000,1.191950114
0.5074,8.97986,3.15204,868.073,50000,10.05315982
0.5074,8.97986,3.15204,868.073,100000,17.12430776
0.5074,8.97986,3.15204,868.073,500000,47.48312305
0.5074,8.97986,3.15204,868.073,1000000,63.17886441
0.5074,8.97986,3.15204,868.073,5000000,92.38622702
0.5074,8.97986,3.15204,868.073,10000000,102.0520716
0.5818,9.71572,8.15204,1534.27,1,0.000149896
0.5818,9.71572,8.15204,1534.27,5000,0.991133221
0.5818,9.71572,8.15204,1534.27,50000,9.501362038
0.5818,9.71572,8.15204,1534.27,100000,18.03921834
0.5818,9.71572,8.15204,1534.27,500000,62.41125707
0.5818,9.71572,8.15204,1534.27,1000000,91.85927837
0.5818,9.71572,8.15204,1534.27,5000000,150.9423761
0.5818,9.71572,8.15204,1534.27,10000000,167.1409925
