CIFNAME,smiles_nodes,smiles_linkers,topology
EXAPEA_clean,[Cu],n1ccc(cc1)C1=CSC(=C2SC=C(S2)c2ccncc2)S1,sql
EXAXAE01_clean,I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I;[Cu][Cu],[O-]C(=O)c1cncc(c1)C(=O)[O-],mmm
EXAXAE_clean,I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I;[Cu][Cu],[O-]C(=O)c1cncc(c1)C(=O)[O-],mmm
EXEMUR_clean,Cl[Cd]Cl,[O-]C(=O)c1ccc(cc1)N1[CH]C=C(C=C1)C1=C[CH]N(C=C1)c1ccc(cc1)C(=O)[O-],ERROR
EXENAX_clean,[Ag],Ic1cnc(nc1)N,ERROR
EXEQAA_clean,[OH];[Sc],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
EXEWIO_clean,[Zn],[O-]C(=O)[C]SC1=[C]C=[C]C(=C1)S[C]C(=O)[O-];[O-]C(=O)c1sc2c(c1)cc1c(c2)sc(c1)C(=O)[O-];n1ccc(cc1)CCc1ccncc1,UNKNOWN
EXEXAH_clean,[Co],CC1=NN=C([C]1c1ccc(cc1)C1=C(C)[N]N=C1C)C,dmd
EXIBUI_clean,O;[Ba];[O];[V],[O-]C(=O)c1cc(nc(c1)C(=O)[O-])C(=O)[O-],ERROR
EXIDEV_clean,[Co],Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-];[O]c1cc(cc(c1)C(=O)[O-])C(=O)[O-];n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,kgm
EXIDOF_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],pts
EXOFIH_clean,[In],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],pth
EXOTOB_clean,[Ni],[O-]C(=O)c1cccc(c1c1c(cccc1C(=O)[O-])C(=O)[O-])C(=O)[O-];n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,UNKNOWN
EXOTUH_SL,[Cd],[O-]C(=O)c1cccc(c1c1c(cccc1C(=O)O)C(=O)[O-])C(=O)O;n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,UNKNOWN
EXOZEX_clean,[Cu];[Cu][Cu],[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],UNKNOWN
EXOZIB_clean,[Cu];[Cu][Cu],[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],UNKNOWN
EXUHEM_clean,[Cd],Cc1nccn1c1ccc(cc1)n1ccnc1C;[O-]C(=O)C1CCC(CC1)C(=O)[O-],sql
EXUHUC_clean,[Mn],Oc1cccc(c1)C1=N[C](C(=N1)C(=O)[O-])C(=O)[O-],UNKNOWN
EYINOR_clean,[Yb];[Yb][Yb],[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],UNKNOWN
EYIYES_clean,[Dy];[Dy][Dy],[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],UNKNOWN
EYOCOM_clean,[Er];[Er][Er],[O-]C(=O)c1cc(C#CC#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],UNKNOWN
EYULOA_clean,[Co],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)c1ccc(s1)C(=O)[O-],ERROR
EYUWAW_clean_h,[Mn],[O-]C(=O)C1=CC=c2c(=[C]1)ccc(c2)C(=O)[O-];[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],UNKNOWN
EZABAJ_clean,[Zn],C1=N[N]C=N1;[N]1C=NN=C1,tsa
EZABEN_clean,Cl[Cd],[N]1C=NN=C1,ERROR
EZEQEH_clean,[Mg],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],UNKNOWN
EZEQIL_clean,[Mg],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],UNKNOWN
EZEQOR_clean,[Mg],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],UNKNOWN
EZEQUX_clean,[Mg],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],UNKNOWN
EZESAF_clean,[Cu],C(CN1C=NC=[C]1)CCN1C=NC=[C]1;C(Cn1cncc1)CCn1cncc1;[O-]C(=O)c1ccc(cc1)OCOc1ccc(cc1)C(=O)[O-],cds
EZITUE_clean,[Ba],[O-]C(=O)C1CCN(CC1)C1=NC(=[N]=C([N]1)N1CCC(CC1)C(=O)[O-])N1CCC(CC1)C(=O)[O-],UNKNOWN
EZIVAM_clean,[Sr],[O-]C(=O)C1CCN(CC1)C1=NC(=[N]=C([N]1)N1CCC(CC1)C(=O)[O-])N1CCC(CC1)C(=O)[O-],UNKNOWN
EZOBUR02_clean,[Cu],[O]N(C(C)(C)C)c1cccc(c1)c1cncnc1,ERROR
EZOBUR_clean,[Cu],[O]N(C(C)(C)C)c1cccc(c1)c1cncnc1,ERROR
EZOFOP_clean,[Ni][Ni],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],pto
EZUCIM_clean,*,,NA
EZUCOS_SL,*,,NA
EZULAO_clean,[Cd],[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],dmd
FABCUI_clean,Cl[Cu][Cu],C(Cc1ccncc1)Cc1ccncc1,sql
FABFOF_ion_b,[Zn],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],pts
FABGOG_clean,[Cu],[O-]C(=O)C=Cc1cnc[nH]1,ERROR
FABGUM_clean,[Ag],n1ncn(c1)CCn1cnnc1,dmd
FAFDEX_clean,*,,NA
FAFGAU_clean,[Nd],[O-]C(=O)CCCC(=O)[O-],ERROR
FAFJIH_SL,[Zn],[O-]C(=O)c1ccc(cc1)C(=O)[O-];c1ncn(c1)[B](n1cncc1)(n1cncc1)n1cncc1,UNKNOWN
FAFMAC_clean,[Ag],C1N2CN3CN1CN(C2)C3;[O]S(CCN1CCN(CC1)CCS([O])([O])[O])([O])[O],ins
FAFQEJ01_clean,[Er]12[OH]3[Er]4[OH]1[Er]15[OH]2[Er]31[OH]45,[O-]C(=O)CCC(C(=O)[O-])[NH3],acs
FAGMAE_clean,[Ag],CC(c1cc2Sc3cc(cc(c3SCCn3[n-]ccc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2SCCn1[n-]ccc1)cc(c4)C(C)(C)C)SCCn1[n-]ccc1)c3SCCn1[n-]ccc1)C(C)(C)C)C(C)(C)C)(C)C,dia
FAGMEI_clean,[Ag],CC(c1cc2Sc3cc(cc(c3SCCn3[n-]ccc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2SCCn1[n-]ccc1)cc(c4)C(C)(C)C)SCCn1[n-]ccc1)c3SCCn1[n-]ccc1)C(C)(C)C)C(C)(C)C)(C)C,dia
FAGMOS_clean,[Ag],CC(c1cc2Sc3cc(cc(c3SCCn3[n-]ccc3)Sc3cc(cc(Sc4c(c(Sc(c1)c2SCCn1[n-]ccc1)cc(c4)C(C)(C)C)SCCn1[n-]ccc1)c3SCCn1[n-]ccc1)C(C)(C)C)C(C)(C)C)(C)C,dia
FAGQAI_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C(=O)[O-])cc(c1)C#Cc1ccc(cc1)C(=O)[O-],UNKNOWN
FAGREM_clean,[OH];[Zn],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],UNKNOWN
FAGVUH_clean,[K];[Mg];[Ru][Ru],[O-]C(=O)[O-],ERROR
FAGXIX_clean,[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAGXOD_clean,[Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAHBIC_clean,[Dy],[O-]C=O,ecu
FAHGAY_clean,[Be],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ctn
FAHPOV_clean,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-],pcu
FAHQIQ_clean,[In],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],dia
FAHQIR_clean,[Co][OH2][Co][OH2][Co],[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-],ant
FAJYAS_clean,[Co][O]([Co])[Co],O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],sit
FAJZOI_clean,[Ag],N#Cc1ccc(cc1)C12CC3(CC(C2)(CC(C1)(C3)c1ccc(cc1)C#N)c1ccc(cc1)C#N)c1ccc(cc1)C#N,dia
FAKGOP_clean,[Ni],[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],dia,tfa
FAKLIO_clean,[Mn],N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N,stp,ttx
FAKLOU_clean,[Cd],N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N,stp,ttx
FAKLUA_clean,[Zn],N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N,stp,ttx
FAKMAH_clean,[Mn],N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N,stp,ttx
FAKNIR_clean,[Cd],[O-]C(=O)c1ccc(cc1)[CH]OC(O[CH]c1ccc(cc1)C(=O)[O-])(O[CH]c1ccc(cc1)C(=O)[O-])O[CH]c1ccc(cc1)C(=O)[O-],ERROR
FALBAX_manual,[Co],n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,tbo
FALDAA_clean,[Cd],[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)[O-])C;c1ccc2c(c1)N=C[N]2,hms
FALLOT_clean,[Cu]1[S]2[Cu][S]3[W]4562[S]1[Cu]4[S]5[Cu]36,[S]C#N,vcs
FALQEQ_clean,[Cu];[La],CC(C(=O)[O-])NC(C(=O)[O-])C,UNKNOWN
FALQIU_clean,[Cu];[Pr],CC(C(=O)[O-])NC(C(=O)[O-])C,UNKNOWN
FALQOA_clean,[Cu];[Nd],CC(C(=O)[O-])NC(C(=O)[O-])C,UNKNOWN
FALVOF_clean,[Cu];[Pr],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
FALVUL01_clean,[Cu];[Pr],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
FALVUL_clean,[Cu];[Pr],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
FALZAU_clean,[Ga],[O]P(=O)([O])[O];[O]P123OOP3(O1)(O2)[O],UNKNOWN
FALZEY_clean,[Al];[Li],[O]P(=O)([O])[O],nju
FALZIC_clean,[Ga];[Li],[O]P(=O)([O])[O],nju
FALZOI_clean,[Al];[Na],[O]P(=O)([O])[O],nju
FAMHAE01_clean,[Co],[O-]C(=O)C1SCC(N1)C(=O)[O-],UNKNOWN
FAMHAE_clean,[Co],[O-]C(=O)C1SCC(N1)C(=O)[O-],UNKNOWN
FAMPUH_clean,[Cu][Cu],O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],scu,lwg
FAMQAO_clean,[Cu][Cu],O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],scu,lwg
FAMQES_clean,[Cu][Cu],O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],scu,lwg
FANCIJ_clean,,,NA
FANCOP_clean,[Pr],[O-]C(=O)C1=C[CH]N(C=C1)Cc1c(C)c(CN2[CH]C=C(C=C2)C(=O)[O-])c(c(c1C)CN1[CH]C=C(C=C1)C(=O)[O-])C,UNKNOWN
FANDEG_clean,,,NA
FANQER_clean,[Mn];[W],[C]#N;c1ccncn1,UNKNOWN
FAPXEC_clean,[OH];[V],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAPXIG_clean,[O];[V],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAPXOM_clean,[O];[V],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAQGEL_clean,[Cd]O[Cd],C1N2CN3CN1CN(C2)C3;[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
FAQGIO_clean,F[Sc](F)(F)F;F[Sc]F,[O]P(=O)(O)[O],dmd
FAQGIP_clean,[Mn]O[Mn],C1N2CN3CN1CN(C2)C3;[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
FAQLUH_clean,[OH];[V],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FAQVEA_clean,[Zn],CC1=NN=N[N]1;[O-]C(=O)c1ccncc1,dia
FAQYUR_clean,[Nd],[O-]C(=O)CCCC(=O)[O-],ERROR
FARBIL_clean,[O];[V],[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-],rna
FARFIO_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ths
FARFOU_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ths
FARFUA_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ths
FARHIR_ion_b,[K][O]1[K][Pb]1,[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],UNKNOWN
FARYAA_clean,[Nd];[Te]1[Re]2345[Re]671([Te]2)[Re]4[Re]56([Te]3)[Te]7;[Te]1[Re]234[Re]51([Te]2)[Re]4([Te]3)[Te]5;[Te]1[Re]23[Re]4561[Re]12[Re]34([Te]5)([Te]6)[Te]1,[C]#N,sql
FARYEE_clean,[Nd];[Te]1[Re]2345[Re]61[Re]14([Te]3)[Re]56([Te]2)[Te]1,[C]#N,sra
FASFOX_clean,[La],[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O],bcu,eft
FASFUD_clean,[Sm],[O]S(c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)S([O])([O])[O])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)S([O])([O])[O])[N]4)c1ccc(cc1)S([O])([O])[O])C=C3)[N]2)([O])[O],bcu,eft
FASHAK_clean,[Pr],[O]c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
FASHOX_clean,[U],[O]P(=O)([O])[O],qne
FASQUN_clean,[Zn][O]1[Zn][O]([Zn]1)[Zn],[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],pcu
FASVIH_clean,[Cu][O]1[Cu][O]([Cu]1)[Cu],[O-]C(=O)c1ccc(c(c1)C(=O)[O-])[O],UNKNOWN
FASYUU_charged,I[Cu]1[S]2[Cu]3([W]4562[S]1[Cu]4([S]6[Cu]([S]35)I)I)I;[Cu]1[S]2[Cu]3[W]4562[S]1[Cu]4[S]6[Cu][S]35,n1ccc(cc1)c1ccncc1,dia
FATKAO_clean,[Gd],Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-];[O-]C(=O)C(=O)[O-],ERROR
FATKES_clean,[Nd],Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-];[O-]C(=O)C(=O)[O-],ERROR
FATKIV_clean,[Mn],CCCCCCCCCCCC(=O)[N][N]C(=O)c1ccccc1[O];[CH2]CCCCC(=O)[N][N]C(=O)c1ccccc1[O];[N]1[CH][CH][C](C=C1)CCc1ccncc1,nbo
FATKIW_clean,[Sm],Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-];[O-]C(=O)C(=O)[O-],ERROR
FATKUI_clean,[Ce],Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-];[O-]C(=O)C(=O)[O-],ERROR
FATLUJ_clean,[Cu][O]1[Cu][O]([Cu]1)[Cu],C(Cc1ccncc1)Cc1ccncc1;O=C(c1cc(cc(c1)C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])NCC(=O)[O-],ERROR
FATQID_clean,[Cu][Cu];[Cu][O]1([Cu])[Cu][O]([Cu]1)([Cu])[Cu],[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],fjh
FATVOM_clean,[Cu],[O-]C(=O)c1c(cccc1C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
FAVFUG_clean,[Cd];[K],[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],bcu
FAVGAN_clean,[Nd],[O-]C(=O)C(Oc1cc(cc(c1)C(=O)[O-])OC(C(=O)[O-])C)C,UNKNOWN
FAVKAP_clean,[Fe][O]([Fe])[Fe],[O-]C(=O)[C]=[C]C(=O)[O-],acs
FAVKET_clean,[Fe][O]([Fe])[Fe],[O-]C(=O)[C]=[C][C]=[C]C(=O)[O-];[O-]C(=O)[C][C]=[C][C]C(=O)[O-];[O][C]([C]=[C][C]=[C][C]([O])[O])[O],acs
FAVZEJ_clean,[Ag],NC1=NC(=[N]=C([N]1)N)N,ths
FAWCEN01_SL,[Zn],CC1=NC=C[N]1,sod
FAWCEN02_SL,[Zn],CC1=NC=C[N]1,sod
FAWCEN03_SL,[Zn],CC1=NC=C[N]1,sod
FAWCEN_SL,[Zn],CC1=NC=C[N]1,sod
FAYPAY_clean,[Zn],C1=CC2=NN=N[C]2C=C1;C1=CC=C2C(=NN=N2)[CH]1;[CH]1C=CC2=NN=NC2=C1;[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-];c1ccc2c(c1)N=N[N]2,dia
FAYPEC_clean,[Zn],CC1=C(C)[CH]C2=NN=NC2=C1;CC1=CC2=NN=NC2=C[C]1C;CC1=CC2=NN=N[C]2C=C1C;Cc1cc2N=N[N]c2cc1C;[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],hcb
FAYPIG_clean,[Zn],CC1=CC2=NN=NC2=C[CH]1;CC1=CC2=NN=N[C]2C=C1;C[C]1C=CC2=NN=NC2=C1;Cc1ccc2c(c1)N=N[N]2;Cc1ccc2c(c1)[N]N=N2;[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],ERROR
FAYPOM_clean,[Zn],C1=CC=C2C(=NN=N2)[CH]1;COc1cc(ccc1OCC(COc1ccc(cc1OC)C(=O)[O-])(COc1ccc(cc1OC)C(=O)[O-])COc1ccc(cc1OC)C(=O)[O-])C(=O)[O-];[CH]1C=CC2=NN=NC2=C1;c1ccc2c(c1)N=N[N]2,sql
FAYQAZ_clean,[Zn],CC1=CC2=NN=NC2=C[CH]1;CC1=CC2=NN=N[C]2C=C1;COC1=C(C=C[C]=C1)OCC(COc1ccc(cc1OC)C(=O)[O-])(COc1ccc(cc1OC)C(=O)[O-])COc1ccc(cc1OC)C(=O)[O-];COC1=C[C]=CC=C1OCC(COc1ccc(cc1OC)C(=O)[O-])(COc1ccc(cc1OC)C(=O)[O-])COc1ccc(cc1OC)C(=O)[O-];C[C]1C=CC2=NN=NC2=C1;Cc1ccc2c(c1)N=N[N]2;Cc1ccc2c(c1)[N]N=N2,hcb
FAYQED_clean,[Zn],CC1=C(C)[CH]C2=NN=NC2=C1;CC1=CC2=NN=NC2=C[C]1C;Cc1cc2=N[N]N=c2cc1C;Cc1cc2N=N[N]c2cc1C;Cc1cc2[N][N][N]c2cc1C;[O-]C(=O)c1ccc2c(c1)ccc(c2)OCC(COc1ccc2c(c1)ccc(c2)C(=O)[O-])(COc1ccc2c(c1)ccc(c2)C(=O)[O-])COc1ccc2c(c1)ccc(c2)C(=O)[O-],ERROR
FAYQUT_clean,[Zn],[CH]1C=CC2=NN=NC2=C1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)OCC(COc1ccc(cc1)c1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)c1ccc(cc1)C(=O)[O-])COc1ccc(cc1)c1ccc(cc1)C(=O)[O-];c1ccc2c(c1)N=N[N]2,ERROR
FAZFET_clean,[Co];[O];[V],NCCN;[O][Ge](O[Ge]([O])([O])[O])[O],ERROR
FAZPED_clean,Cl[Co];[Co],[N][N][N];[O-]C(=O)c1cccnc1,UNKNOWN
FAZRAA_charged,[Ag],Cc1nnc(s1)SCC=CCSc1nnc(s1)C,dmd
FEBPUY_clean,[Cu],[O-]C(=O)c1cnccc1C(=O)[O-],UNKNOWN
FEBXIV_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1cc2OP(=O)([O])Oc3c(-c2c2c1cc(cc2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1c(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],wbl
FECCIZ_clean,[Al],[O]P(=O)([O])[O],att
FECKAA_clean,[Zn][O]([Zn])([Zn])[Zn],Clc1ccc2c(c1)c(cc(c2c1c(OCc2ccccc2)cc(c2c1C=C[C]=C2)c1ccc(cc1)C(=O)[O-])OCc1ccccc1)c1ccc(cc1)C(=O)[O-],pcu
FECWOB01_clean,[Zn],[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1,ant
FECXAO_clean,[La],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],tsa
FECXES_clean,[Cu][Cu],[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],scu,mmm
FECXUI_clean,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)C1=Cc2c(C=[C]1)cc(cc2)C(=O)[O-];[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],pcu
FECYIX_clean,[Co],[O-]C(=O)C1SCC(N1)C(=O)[O-],UNKNOWN
FECYUJ_clean,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],pcu
FECZAQ_manual,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu
FEDBEX_clean,[Tm],[O-]C(=O)c1ncc(nc1)C(=O)[O-],ERROR
FEDJUU_charged,[Zn],[O-]C(=O)C1=C[CH]N(C=C1)CCCCN1[CH]C=C(C=C1)C(=O)[O-],dia
FEDKAB_clean,[Cd],[O-]C(=O)C1=C[CH]N(C=C1)CCCCN1[CH]C=C(C=C1)C(=O)[O-],dia
FEFCUQ_clean,[Zn][Zn],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,pcu
FEFDAX_clean,[Zn][Zn],[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-];n1ccc(cc1)c1ccncc1,pcu
FEFDEB_manual,[Zn][Zn],C1CN2CCN1CC2;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu
FEFVES_clean,[Zn],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)c1cnccn1,ERROR
FEFZOF_clean,[Co];[Hg],[S]C#N,mmt
FEGNIQ_clean,[Zn],O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccnc1)Nc1cccnc1;[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ERROR
FEHCIG_manual,[Zn],C[C]1N=NC(=C1c1ccc(cc1)C(=O)[O-])C;[O-]C(=O)c1ccc(cc1)C1=C(C)[N]N=C1C,dmd
FEJDEE_clean,[Zn],[O]P(=O)[O],UNKNOWN
FEJDII01_clean,[Zn],[O]P(=O)[O],UNKNOWN
FEJDII_clean,[Zn],[O]P(=O)[O],UNKNOWN
FEJKEM_clean,[Hg];[Mn],[S]C#N,UNKNOWN
FELVEZ_clean,[Ca];[Dy],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELVID_clean,[Ca];[Er],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELVUP_clean,[Ca];[Ho],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELWAW_clean,[Ca];[Lu],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELWIE_clean,[Ca];[Tm],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELWOK_clean,[Ca];[Yb],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FELWUQ_clean,[Ca];[Y],[O-]C(=O)COCC(=O)[O-],UNKNOWN
FENROG_clean,[Er],[O-]C(=O)CCC(=O)[O-],dmd
FENVOL_charged,[Zn],[O-]C(=O)c1cc(cc(c1)P(=O)([O])[O])C(=O)[O-],rtl
FEPQEW_clean,[Ti],[O]P(=O)(O)[O];[O]P(=O)([O])O;[O]P(=O)([O])[O],UNKNOWN
FEQSIF_clean,[Co][OH2][Co],[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],scu,mmm
