CIFNAME,smiles_nodes,smiles_linkers,topology
SIWTEZ_clean,[Co][OH]([Co][OH]([Co])[Co])[Co],[O-]C(=O)c1cc(OCn2cncn2)cc(c1)C(=O)[O-],UNKNOWN
SIWTOJ_clean,[Cd],[O-]C(=O)c1cc(OCn2cncn2)cc(c1)C(=O)[O-],sql
SIWZOP01_clean,[Mg],[O-]C=O,acs
SIWZOP02_clean,[Mg],[O-]C=O,acs
SIWZOP_clean,[Mg],[O-]C=O,acs
SIYXIH10_clean,[Fe],[O-]C(=O)C1=[C]C(=C(C(=[C]1)[O])[O])[O],UNKNOWN
SIZGEO_clean,Cl[Cd]Cl;[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
SIZGIS_clean,[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],pyr
SIZNIA_clean,[Cu],[O-]C(=O)c1cc(C)cnc1,lvt
SIZPAT_charged,[OH2][Pr]([OH2])([OH2])[OH2],O=C1C[N]2([Ni]34(O1)OC(=O)C[N]4(CC2)CC(=O)O3)CC[N]12CC[N]34[Ni]2(OC(=O)C1)(OC(=O)C4)OC(=O)C3,ERROR
SIZPEX_charged,[OH2][Ce]([OH2])([OH2])[OH2],O=C1C[N]2([Ni]34(O1)OC(=O)C[N]4(CC2)CC(=O)O3)CC[N]12CC[N]34[Ni]2(OC(=O)C1)(OC(=O)C4)OC(=O)C3,ERROR
SOBTUY_clean,[Cd],N1=[C][C]=C([C]=[C]1)C1=C2[C]=[C]C3=C(C4=[C][C]=N[C]=[C]4)C4=[N]5[Pd]6(N23)[N]2=C1[C]=[C]C2=C(C1=[C][C]=C(N61)C(=C5[C]=[C]4)C1=[C][C]=N[C]=[C]1)C1=[C][C]=N[C]=[C]1,cds
SOBZEQ_clean,[Ca];[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],pts,tfi
SOBZOY_clean,[Cd];[Ni],[C]#N;[N][C][C][C][C][C][C][C][C][N],fsc
SOCKOM_clean,[Cd],[O-]C(=O)c1ccc(c(c1)c1cccnc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
SOCLAZ_clean,[Cd],[O-]C(=O)c1ccc(c(c1)c1cccnc1)C(=O)[O-];n1ccc(cc1)CCc1ccncc1,dmc
SOCNAB_clean,[Zn],C(Cn1cncc1)CCn1cncc1;[O-]C(=O)C=CC(=O)[O-],dia
SOCPOQ_charged,[Cd],O=C(c1cc(cc(c1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)Nc1ccncc1,pyr
SOCWOX_clean,*,,NA
SODNAA_clean,[Ag],O=C1CSCCSCC(=O)CSCCSC1,eci
SODQOT_clean,[Cu][OH]1[Cu][OH]([Cu]1)[Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rtl
SODXUG_clean,[Co][OH]([Co][OH]([Co])[Co])[Co],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-];c1ccc(cn1)[CH][N][N][CH]c1cccnc1,ile
SODZIV_clean,[Cd],[O-]C(=O)C1CC(CC(C1)C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
SOGWIV_charged,[Cd],[O-]C(=O)C(=O)[O-],ERROR
SOGXAP_clean,*,,NA
SOHBUO_clean,[Ag],N#Cc1cccc(c1)CN1CCN(CC1)Cc1cccc(c1)C#N,pts
SOHGUS_clean,[Co],N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1;N1=C[C](C=N1)c1ccc(cc1)[C]1C=NN=C1;[N]1N=CC(=C1)c1ccc(cc1)C1=C[N]N=C1,dmd
SOHMEI_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOHMIM_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOHMUY_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOHNAF_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOHNEJ_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOHNIN_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOJDEB_clean,[Cr],N#C[C](C(=C(C#N)C#N)C#N)C#N,pyr
SOJGOO_clean,[Ce],[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-];[O-]C=O,UNKNOWN
SOJKOT01_clean,[Co],[O-]C=O,acs
SOJKOT02_clean,[Co],[O-]C=O,acs
SOJKOT03_clean,[Co],[O-]C=O,acs
SOJSUH_clean,[Gd][Gd],[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-],pcu
SOJTOC_clean,[K]O[Zn]O[K];[Zn],[O-]C(=O)Cc1c(C)c(CC(=O)[O-])c(c(c1C)CC(=O)[O-])C,UNKNOWN
SOKKOT_ion_b,[In],[O-]C(=O)c1ccc(s1)C(=O)[O-],dia
SOKKUZ_clean,[In],[O-]C(=O)c1ccc(s1)C(=O)[O-],dia
SOKWAS01_clean,[U],[O-]C(=O)c1ccc(s1)C(=O)[O-],lim
SOKWAS_clean,[U],[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
SOKWUM_clean,[Ni];[U],[O-]C(=O)CN(CC(=O)[O-])CC(=O)[O-],UNKNOWN
SOMCON_clean,I[Zn]I,n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,srs
SOMFAC_clean,[In],[O-]C(=O)c1ccc(s1)C(=O)[O-],dia
SOMFEG_clean,[In],[O-]C(=O)c1ccc(s1)C(=O)[O-],dia
SOMFIK_clean,[In],[O-]C(=O)c1ccc(s1)C(=O)[O-],dia
SOMSIY_clean,[Ga];[O],N1=[C][C]([C]=N1)C1=[C][N]N=[C]1,ERROR
SONTAR_manual,[Pr],[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-],pcu
SONTOF_clean,[Dy],[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-];[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-];[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-],pcu
SONTUL_neutral_b,[Cu][Cu];[O][Cu][Cu],O=[C]c1cc(cc(c1)C(=O)[O-])C(=O)[O-];[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
SONVAT_neutral_b,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
SONVEX_neutral_b,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
SONVIB_neutral_b,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
SOPLAM_clean,[Zn][Zn],O=C(c1ccncc1)Nc1ccncc1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pcu
SOPLEQ_clean,[Zn][Zn],O=C(c1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,pcu
SOPLOA_clean,[Zn],O=C(Nc1ccncc1)Nc1ccncc1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],dia
SOQJOZ_clean,[Al];[Mg],[O]P(=O)([O])[O],UNKNOWN
SORQAT_clean,[Nd],[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-];[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-],tsy
SORXAA_clean,[Pr],[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-];[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-],tsy
SOSFAJ_clean,[OH2][La],[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-];[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-],UNKNOWN
SOSSEA_clean,[Cd],Cc1ccc2c(n1)c([O])c(cc2c1ccncc1)c1ccncc1,UNKNOWN
SOTBIM_clean,[Be],[O]P(=O)(O)[O];[O]P(=O)([O])[O],UNKNOWN
SOTTUR_clean,[Sr],[O]P(=O)(C[NH]1CC[NH](CC1)CP(=O)([O])[O])[O],bex
SOTXAC_clean,[Er],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],pts,sur
SOTXEG_neutral,[Yb],[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],lvt,lim
SOVHAM_clean,[Cd];[Ni],NCCC[C][C]CCCN;[C]#N,fsc
SOVHOA_clean,[Cd];[Ni],NCCCCCCCCN;[C]#N,fsc
SOXZIP_clean,[Ba];[Co],[O-]C(=O)[C]N([C]C(=O)[O-])[C]C(=O)[O-],UNKNOWN
SOYFUJ_clean,[Ag],c1ccc(cn1)C=Nn1cnnc1,UNKNOWN
SOYWOT_neutral_b,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo
SOYWUZ_clean,[Cu][Cu],[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-],tbo
SOYYEL_clean,[Fe][O]([Fe])([Fe])[Fe],[O]P(=O)([O])[O],bcu
SOZGIZ_clean,[Tm],[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],srs
SOZGOF_clean,[Yb],[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],srs
SOZPUU_clean,,,NA
SOZSEH_clean,[Gd],[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],srs
SOZSOR_clean,[Dy],[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],srs
SOZSUX_clean,[Er],[O-]C(=O)c1ccc(cc1)NC1=NC(=[N]=C([N]1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-],srs
SUBMIN_clean,[Cd],[N]([CH]c1ccncc1)[N][CH]c1ccncc1;n1ccc(cc1)C=NN=Cc1ccncc1,kag
SUCLOT_clean,[Ca],[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-],ERROR
SUFBAY_clean,[Cd],[O-]C(=O)c1ccc(cc1)[C]1Nc2c(N1)c1cc(cc3c1c1c2cc(cc1c1c3N[C](N1)c1ccc(cc1)C(=O)[O-])C(C)(C)C)C(C)(C)C,dia
SUFJIO_clean,[Zn],[N]1=CN=NC=1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],ERROR
SUFJOU_clean,[Zn],[N]1=CN=NC=1;[N]1C=NN=C1;[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-],ERROR
SUFROA_clean,[Cu],N#CC1=[C]C(=C([C]=C1C#N)C#N)C#N,mog
SUGDIJ_auto,[Zn][O]([Zn])([Zn])[Zn],Nc1cc(ccc1c1cc(cc(c1)c1ccc(cc1N)C(=O)[O-])c1ccc(cc1N)C(=O)[O-])C(=O)[O-],rtl
SUGVUM_clean,[Cu],[O-]C(=O)c1ccc(cc1)n1cncc1,lvt
SUHMEP_clean,Cl[Co];[Co],[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-];[O]P(=O)([O])[O],UNKNOWN
SUJNUH_clean,[Cu][Cu],[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],lvt
SUJQOE_clean,[Zn],[O-]C(=O)C=CC=CC(=O)[O-];n1ccc(cc1)C=Cc1ccncc1,pcu
SUJREV_clean,[Zn],[O-]C(=O)C=CC=CC(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,pcu
SUJRIZ_clean,[Zn],[O-]C(=O)c1ccc(cc1)C(=O)[O-];n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,pcu
SUKKUF_clean,I[Pt][Pt]I;[K];[Pt][Pt],O=P(=O)OP(=O)=O,ERROR
SUKNOC_charged,[Cd];[K],[O-]C(=O)c1ccc(c(c1)N=Cc1ccncc1)N,ERROR
SUKNUI_charged,[Cd];[Na],[O-]C(=O)c1ccc(c(c1)N=Cc1ccncc1)N,ERROR
SUKREX_clean,[La],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
SUKRIB_clean,[Ce],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
SUKYIH_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],pts
SUKYON_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pts
SULKIU_clean,[Zn],[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],pcu
SUNHEP_clean,[Yb],[O-]C(=O)c1ccc(cc1)C(=O)[O-],sql
SUNHIT_clean,[Sm],[O-]C(=O)c1ccc(cc1)C(=O)[O-],sql
SUNHOZ_clean,[Y],[O-]C(=O)c1ccc(cc1)C(=O)[O-],sql
SUNHUF_clean,[Nd],[O-]C(=O)c1ccc(cc1)C(=O)[O-],hex
SUNJER_clean,[Yb],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
SUNJIV_clean,[Dy],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
SUNJOB01_clean,[Ho],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
SUNJOB_clean,[Ho],[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
SUNLET_clean,[Cu][Cu],CCOc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-],UNKNOWN
SUPLOF_clean,[Zn],[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
SUQHUJ_clean,[In][O]([In])[In],[O-]C(=O)c1ccc(o1)C(=O)[O-],pcu
SUQJEV_clean,[In];[O],[O-]C(=O)c1ccc(o1)C(=O)[O-];[O-][C]=O,ERROR
SURDOA_clean,[Co],[O-]C(=O)c1cc(Cn2cncc2)cc(c1)C(=O)[O-];n1ccc(cc1)c1ccncc1,ins
SUSRUV_clean,[Zn],[O-]C(=O)[C]1C=CC=NC1=O;n1ccc(cc1)c1ccncc1,dia-f
SUSZIQ_clean,[Al],[O]P(=O)([O])[O],UNKNOWN
SUSZOW_clean,[Al],[O]P(=O)([O])[O],UNKNOWN
SUTJIC_clean,[Ni],Cc1nc2c(n1CCCCCn1c(C)nc3c1cccc3)cccc2;[O-]C(=O)c1cc(OCCCCCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],mog,UNKNOWN
SUVFEU_clean,[V],[O-]C(=O)CCP(=O)([O])[O],sra
SUVNEE_clean,[Ni];[Ni][O]([Ni])[Ni],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-]C(=O)c1cccnc1,UNKNOWN
SUVZOA_clean,[O];[V];[Zn],n1cnn(c1)Cc1c(Cn2ncnc2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)Cn1ncnc1,ERROR
SUVZUG_clean,[O];[V];[V][V];[Zn],N1=C[N]N([CH]1)Cc1c(Cn2ncnc2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)CN1[N]C=N[CH]1;n1cnn(c1)Cc1c(Cn2ncnc2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)Cn1ncnc1,ERROR
SUWBET_clean,[Ag],n1cnn(c1)Cc1c(Cn2ncnc2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)Cn1ncnc1,pcu
SUWQEI_clean,[Cu],n1ccc(cc1)c1ccncc1,nbo
SUXYAM_clean,[Nd],[O-][n+]1cc[n+](cc1)[O-],bcu
SUXYEQ_clean,[Dy],[O-][n+]1cc[n+](cc1)[O-],bcu
SUXYIU_clean,[Ho],[O-][n+]1cc[n+](cc1)[O-],bcu
SUXYOA_clean,[Er],[O-][n+]1cc[n+](cc1)[O-],bcu
TACFIN_clean,[Co];[Zn],[O]P(=O)([O])[O],dft
TACJIS_clean,[Cd],[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],dia,sql
TACPAP_clean,*,,NA
TACPET_clean,*,,NA
TACPIX_clean,*,,NA
TACWOM_clean,[Ni],c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,dia-f
TACWUS_clean,[Mn],c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,dia-f
TACYAX_clean,[Cu],FC(S([O])([O])[O])(F)F;[C]1[C][C]C#C[C][C][C][C]C#C[C]1,ERROR
TADCAE_clean,[Zn],[O-]C(=O)c1nc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,UNKNOWN
TADCOS_clean,[Zn],[O]P(=O)([O])[O],dia
TADYEE_clean,[Mo];[Ni],[C]#N,ERROR
TADYII_clean,[Ni];[W],[C]#N,ERROR
TAFBEJ_clean,*,,NA
TAFBIN_clean,*,,NA
TAFPOG_clean,[Al],[O-]C(=O)C(=O)[O-];[O]P(=O)(O)[O];[O]P(=O)([O])O;[O]P(=O)([O])[O],ERROR
TAGBUZ_clean,[Ag],N#Cc1ccc(cc1)C(=O)c1cc(cc(c1)C(=O)c1ccc(cc1)C#N)C(=O)c1ccc(cc1)C#N,ERROR
TAGSEB_clean,[Cu];[Cu][Cu];[O];[V],C(Cc1ccncc1)Cc1ccncc1,ERROR
TAGTED_clean,[Mg],[O-]C(=O)C1=[C][C]=C(S1)C(=O)[O-],acs
TAGTIH_clean,[Mg][O]([Mg])[Mg],[O-]C(=O)c1ccc(o1)C(=O)[O-],pcu
TAHNEY_clean,[Cu];[Cu]1[S]2[Cu]3[W]452([S]1[Cu]4S5)S3;[Cu]1[S]2[Cu][S]3[W]4562[S]1[Cu]4[S]5[Cu]36,[C]#N,UNKNOWN
TAHYUZ_clean,[Co];[O],[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
TAJQEC_clean,F[V];F[V]F,[O]P(=O)(c1ccc(cc1)P(=O)(O)[O])O;[O]P(=O)(c1ccc(cc1)P(=O)([O])[O])[O],cds,ths
TAJXIO01_clean,[Ag]1[Ag][Ag][Ag]1;[Ag][Ag],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO02_clean,[Ag]1[Ag][Ag][Ag]1,[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO03_clean,[Ag]1[Ag][Ag][Ag]1,[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO04_clean,[Ag]1[Ag][Ag][Ag]1,[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO05_clean,[Ag]1[Ag][Ag][Ag][Ag][Ag][Ag][Ag]1;[Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO06_clean,[Ag]1[Ag][Ag][Ag][Ag][Ag][Ag][Ag]1;[Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO07_clean,[Ag]1[Ag][Ag][Ag][Ag][Ag][Ag][Ag]1;[Ag][Ag][Ag][Ag][Ag][Ag][Ag][Ag],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAJXIO_clean,[Ag]1[Ag][Ag][Ag]1;[Ag][Ag],[O-]C(=O)c1cccc(c1)C(=O)[O-];n1ccncc1,ERROR
TAKGOE_clean,I[Cu]12[Cu]3([Cu]1([Cu]23(I)[Cu]12(I)[Cu]3([Cu]1([Cu]23I)I)I)I)I;[La][La],[O-]C(=O)c1cccc(c1)c1ccncc1,ERROR
TAKGUK_clean,I[Cu]12[Cu]3([Cu]1([Cu]23(I)[Cu]12(I)[Cu]3([Cu]1([Cu]23I)I)I)I)I;[Ce][Ce],[O-]C(=O)c1cccc(c1)c1ccncc1,ERROR
TAKTIL_clean,[Ga];[OH],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
TAKTOR_clean,[Fe];[OH],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
TAKVAF_clean,[Fe];[OH],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
TAKYOV_clean,[Co];[Dy],[O-]C(=O)c1cccc(n1)C(=O)[O-],UNKNOWN
TAKZEN_clean,[Zn][OH][Zn],CC1=[N]=C(N=N1)C;[O-]C(=O)c1ccc(cc1)C1=NN=N[N]1,UNKNOWN
TALJUM_charged,[Cu],N=C(c1ccncc1)[N]C(=N)c1ccncc1;n1ccc(cc1)C1=N[N]C(=N1)c1ccncc1,ERROR
TAMHUM_clean,[Ag],n1ccnc(c1)Cc1nccnc1,nbo-a,UNKNOWN
TAMJAU_charged,[Ag],n1ccnc(c1)Cc1nccnc1,nbo-a,UNKNOWN
TAMJEY_charged,[Ag],n1ccnc(c1)Cc1nccnc1,nbo-a,UNKNOWN
TAMZUE_charged,[Co];[OH2][Gd]([OH2])[OH2],[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],sur,UNKNOWN
TANBAN_charged,[Co];[OH2][La]([OH2])[OH2],[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],sur,UNKNOWN
TANBER_charged,[Co];[OH2][Sm]([OH2])[OH2],[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],sur,UNKNOWN
TANBOZ_clean,[Cu];[Cu][Cu],[C]#N,rtl
TANFEV_clean,[Co];[Mo];[O],[O]P(=O)([O])[O],UNKNOWN
TANMIH_clean,[Co],[O-]C(=O)c1n(cnc1C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],UNKNOWN
TAPHOJ_clean,[Zn],[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-];n1ccc(cc1)C[NH]1CCN(CC1)Cc1ccncc1,UNKNOWN
TAPKAY_clean,[Cu],[O]P(=O)(C(P(=O)([O])[O])(Cc1cccnc1)O)[O],UNKNOWN
TAPXIT01_clean,[Na];[Yb],[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],UNKNOWN
TAQGEZ_clean,Cl[Cd],N1=NN=C([N]1)c1ccc(cc1)C1=NN=N[N]1,UNKNOWN
TAQGOK_clean,[Co];[Cr];[O],Cc1cc(c(cc1c1ccncc1)C)c1ccncc1,ERROR
TAQGUQ_clean,[Co];[Cr];[O],Cc1c(C)c(c2ccncc2)c(c(c1c1ccncc1)C)C,ERROR
TARVOX_clean,*,,NA
TARVUD_clean,*,,NA
TARWAK_clean,[Cu],N#C[N]C1=[N]=[C](=[N]=C(N1)[N]C#N)[N]C#N,ths
TARWEO_clean,*,,NA
TASJUT_charged,[Ag],C[C](c1nccnc1)[N]N=C(C(=N[N][C](c1nccnc1)C)c1ccccc1)c1ccccc1,srs,UNKNOWN
TASWER_clean,[Gd][Gd],[O-]C(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)[C](c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-],UNKNOWN
TASXIW_clean,[Zn],[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-];[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-];n1ccc(cc1)[N][N]c1ccncc1,UNKNOWN
TATFOL_clean,[Ni],c1ncn(c1)CCn1cncc1,pcu
TATPOV_clean,[Zn],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],flu,UNKNOWN
TATSIS01_clean,[Co],[O-]C(=O)c1ccncc1,rtl
TATSIS_clean,[Co],[O-]C(=O)c1ccncc1,rtl
TATYUL_clean,[Ca];[K];[O],[O-]C(=O)c1cc([O])c(c(c1)[O])[O],UNKNOWN
TAVCIF_clean,[Zn],O=C(Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-];O=C(Nc1ccncc1)Nc1ccncc1,dia
TAVQEN_clean,F[Al];[Al],[O]P(=O)([O])[O],gis
TAWHOO_clean,[Al][OH][Al]O[Al],[O]P(=O)([O])[O],UNKNOWN
TAWTAP_clean,[Zn],[O]P(=O)[O],UNKNOWN
TAWYUO_clean,[Zn],[O-]C(=O)COc1cc(C)c(c(c1)C)c1cc(cc(c1)c1c(C)cc(cc1C)OCC(=O)[O-])c1c(C)cc(cc1C)OCC(=O)[O-],UNKNOWN
TAXHUX_clean,[Zn],NCCCCCN;[O]P(=O)([O])[O],UNKNOWN
TAYNEN_clean,O[Cd],C(Cc1ccncc1)Cc1ccncc1;Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],cds
TAZLIR_clean,[Cd];[Cd][Sm],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],mmm
TAZLUD_clean,[Cd];[Cd][Gd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],mmm
TAZSAP02_clean,[Pr],[O-]C(=O)CCC(=O)[O-];[O-]C(=O)C[C]C(=O)[O-],ttp
TEBCEK_clean,[Co],[O-]C(=O)Cc1cc(CC(=O)[O-])cc(c1)CC(=O)[O-];c1ncn(c1)c1ccc(cc1)n1cncc1,ERROR
TEBFUD_clean,[Dy],[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-];[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
TEBSAW_clean,[Zn],CC1=NN=N[N]1,dia
